id,Name,titleProject_id,class,score,login,password
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,yfHpM6c1
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,9yAfhI0l
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,HXyg87rm
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,5oA2Nwkn
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,fyR8Qpn3
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,dwWdlB09
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,cTa7yU1q
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,J00nxCrz
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,Fmcl63pJ
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,T6xfI6fm
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,0rdEhs1X
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,Oasi7nA4
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,qc1aVVw6
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,efrlDN59
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,Rh5zf8Fg
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,of80AlRr
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,pMj26fpD
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,is1lw4XA
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,f0t9JifW
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,r6xe0QlY
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,WSuvw74m
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,v2iA2mJz
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,6n9KjdjZ
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,vcxB29iW
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,Esa0Rfg9
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,aqIKgr61
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,5KJl9lmz
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,xc29dUBy
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,F60cuHes
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,dlLv73vL
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,JwIh36pl
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,rkls85GP
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,wg2DJh9q
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,fL7uXe0p
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,hCfK97vp
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,Zydgb13Y
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,Ug32jmrR
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,8lgyM2Ic
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,qA82hknS
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,usDd85uR
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,W0a9lRrv
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,oJYvs8p6
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,CfWj7ej8
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,Q8iybTr4
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,xu8b5KZw
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,r3VryS5s
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,Yd42kGnr
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,Zwk3Zn6m
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,eN6gy7Ga
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,y6Cf3biZ
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,vWdxL2h1
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,0aXfkuK0
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,2kXgk8bK
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,8my4tQPc
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,i0bbRS2c
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,nn3fMPq6
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,xnm8t4OY
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,3GmhcMz2
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,ufC5t9Fd
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,nUziI47w
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,8ssyHb4X
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,uxFuu0O2
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,gZ2Jumx8
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,2l4NrfDg
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,y4Zh4jmI
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,N5bPoyv2
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,uq5FL0yj
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,TA9yxs2k
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,vh6Tf3yE
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,Vl5rF6dh
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,LHf16dkp
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,EX2rfl4s
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,2JkQr8eq
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,fsR3o9Me
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,d4ju0MvP
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,fVw2r0Zx
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,O6G0zeju
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,33VicOfz
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,49byYAtc
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,hDrt8Oh7
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,uruMz87C
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,h7zhTA8h
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,0qWOt2tc
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,9yiKXz4h
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,k2hQjtB8
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,3PAbmiy6
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,sAe8Mkt4
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,vZf2icC1
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,kl6vBC9y
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,HlS8fw3i
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,V8f8rzKu
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,J4wsgxV5
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,mdyYuG91
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,Ihb5Ev7y
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,0mVaT3xd
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,1Zevjg9A
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,fHv8Qqo1
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,zF3z7rjS
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,d84hqNbL
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,OAr30snk
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,btfv77HX
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,5RvBzko0
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,0pRl8jyN
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,c8Ik5Ppw
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,VIqow16g
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,rc47vBZm
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,h6iIm5jD
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,n8Wjq7eS
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,Fy6Kpu3o
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,8q8DavzJ
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,rur6R1Vq
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,fnImv7N3
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,aV9S8clz
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,3tcIwy4U
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,rX7n4Ycb
438,Милина Алена Петровна,359,8г,3,Милина_АП,zV9iI6ay
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,44EsbrAw
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,z9d4bsEA
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,wev7M3yJ
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,MzK81gek
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,hH23szWe
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,28jkqiGW
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,Qbur20mX
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,ChYp4bt8
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,q9F3dngQ
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,vc3s5uSW
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,w9neu5TI
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,u2i0vxYY
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,tcd5Us7E
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,qgGy4mL1
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,vsNQ6me1
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,i8ylMrC9
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,uI14Lodg
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,NIrhdo16
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,e0Wd4kpH
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,R02Nzbqx
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,sQayB70a
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,7qkjP1Vh
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,6StE5say
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,h92RhxiW
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,4k2AgwjN
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,6BgkbnT0
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,tIpAgy43
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,w2X2ucQi
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,JeaglB35
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,uc1Kg0Et
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,3vuYWvp5
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,uSGd2kt0
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,Ba3enL8o
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,4B7wqDzj
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,anj3vXB5
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,vzvmF6X6
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,l78IMdag
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,P0a4uoyP
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,L0h8mpVz
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,Dovh2x2U
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,V7Iog0gm
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,6fPBaji4
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,x8vEdNk4
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,0aEhKad6
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,ddU2gz3V
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,3lh7BAxg
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,5Vd5djiJ
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,emreMV12
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,15JiKlyn
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,R53rmdbU
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,f46yrMDk
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,G4xl1idM
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,6Ojdz5hT
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,twhZDv80
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,Ryq6D3gs
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,7OfyvTp9
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,YZfuq11r
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,eAor52sH
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,lTwx86Hs
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,b3felA0G
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,64rnIwLf
